ags1,ags2,ags3,ags4,ags5,ags6,ags7,ags8,ags9,ags10,ags11,ags12,ats1,ats2,ats3,ats4,ats5,ats6,ats7,ats8,ats9,ats10,ats11,ats12,ats13,ats14,ats15,ats16,ats17,ats18,ats19,ats20,ats21,ats22,ats23,ats24,ats25,ats26,ats27,ats28,ats29,ats30,ats31,ats32,ats33,ats34,ats35,ats36,ats37,ats38,ats39,ats40,ats41,ats42,ats43,ats44,ats45,ats46,ats47,ats48,ats49,ats50,ats51,ats52,ats53,ats54,ats55,ats56,ats57,ats58,ats59,ats60,ats61,ats62,ats63,ats64,ats65,ats66,ats67,ats68,ats69,ats70,ats71,ats72,ats73,ats74,ats75,ats76,ats77,mps1,mps2,mps3,mps4,mps5,mps6,mps7,mps8,mps9,mps10,mps11,mps12,mps13,mps14,mps15,mps16,mps17,mps18,mps19,mps20,mps21,mps22,mps23,mps24,mps25,mps26,mps27,mps28,mps29,mps30,mps31,mps32,mps33,mps34,mps35,mps36,mps37,mps38,mps39,mps40,mps41,mps42,mps43,mps44,mps45,asiq1,asiq2,asiq3,asiq4,asiq5,asiq6,asiq7,asiq8,asiq9,asiq10,asiq11,asiq12,asiq13,asiq14,asiq15,asiq16,asiq17,asiq18,asiq19,asiq20,asiq21,asiq22,asiq23,asiq24,asiq25,gender,ags_map,ags_mav,ags_pap,ags_pav,asiq_score,ats_fear,ats_frus,ats_sad,ats_disc,ats_actc,ats_attc,ats_inhc,ats_soci,ats_hip,ats_posa,ats_nps,ats_aps,ats_asso,ats_nega,ats_effc,ats_ext,ats_ori,mps_self,mps_oth,mps_spr,ags_mastery
5,5,4,4,7,6,5,4,4,4,4,5,5,2,6,5,5,5,6,6,6,3,6,3,6,7,5,6,3,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,16,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33
6,2,4,6,7,3,7,3,6,5,5,3,3,6,7,5,5,2,1,7,6,6,7,6,7,7,6,6,5,2,6,6,2,1,7,4,2,5,6,7,6,1,2,2,3,6,5,7,6,2,6,3,2,1,3,7,1,7,6,2,6,3,1,5,1,1,6,1,5,3,1,5,6,3,6,1,3,5,7,7,7,6,5,6,6,5,2,2,7,6,5,6,2,1,3,6,2,2,6,7,6,7,7,1,6,7,2,6,1,2,7,6,6,1,1,1,1,1,2,3,6,1,6,1,7,5,4,1,6,1,5,6,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,20,8,15,14,2,3.714286,2.666667,3.571429,2.833333,6.142857,4.4,4.142857,6.6,4.285714,6.4,4.2,5.2,4,3.230769,4.947368,5.588235,4.466667,70,70,37,28
5,5,5,6,5,6,6,5,6,5,4,5,2,7,5,5,6,6,5,5,1,1,2,1,2,7,5,4,5,2,5,3,3,1,3,3,3,1,5,3,2,4,5,1,2,5,3,3,6,3,4,1,6,1,2,7,2,7,5,5,5,2,1,6,2,3,5,3,5,5,5,7,7,5,5,5,5,3,7,7,6,6,5,5,6,2,5,5,2,5,7,7,5,3,3,3,5,3,5,6,5,4,3,1,7,5,3,5,3,1,2,5,5,3,3,3,3,3,2,1,2,2,2,1,7,7,2,3,7,2,3,5,3,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,16,16,15,16,3,3.428571,4.833333,3.142857,3,5.285714,2.8,3.428571,6.4,4.571429,4.6,3.4,3.6,4,3.576923,3.947368,5.117647,3.666667,59,67,44,32
4,4,5,6,5,3,4,5,5,5,4,4,3,3,7,5,2,5,4,2,6,7,1,1,5,5,2,3,4,3,5,4,7,3,3,4,6,5,4,3,4,3,4,5,7,5,4,7,7,3,7,5,7,5,3,5,6,5,5,5,5,2,6,6,1,3,1,6,7,6,3,2,5,7,1,3,4,6,6,4,7,7,2,1,5,6,3,3,3,5,6,4,5,2,1,5,5,3,4,5,5,5,3,3,5,5,5,5,3,3,3,4,4,5,3,3,3,3,2,5,4,3,3,4,5,4,4,4,4,4,5,5,4,5,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,2,1,0,0,1,0,1,0,2,13,11,14,16,14,3.571429,4.5,5.285714,4.666667,2.571429,3.4,2.285714,5.6,3.714286,5,5.8,5.6,6.2,4.5,2.684211,4.647059,5.866667,58,64,58,24
6,6,5,6,6,7,7,6,7,6,5,6,6,2,7,7,3,5,2,1,6,6,6,5,7,2,6,3,5,7,3,5,7,6,1,7,5,6,4,5,2,6,5,7,1,3,4,6,4,2,7,2,7,5,4,2,5,1,6,6,3,3,6,7,2,6,5,5,6,5,6,4,5,7,6,4,3,7,3,5,6,3,6,2,5,7,5,7,1,6,3,6,2,6,5,2,6,5,3,5,5,3,5,5,7,6,5,5,5,1,4,6,3,3,2,2,6,2,2,6,6,5,4,3,5,7,3,3,6,4,6,3,3,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,19,19,17,18,4,5.428571,4.666667,4.571429,6.166667,3.714286,2.8,5,2.6,3,4.2,5.4,6.6,7,5.192308,3.947368,3.235294,6.333333,82,52,61,38
5,5,2,3,6,6,5,2,3,2,2,4,2,5,5,4,5,4,5,4,3,3,3,2,5,6,6,3,0,5,4,4,4,3,6,6,5,5,5,3,5,5,5,2,3,3,4,4,5,3,5,6,3,2,4,6,6,6,2,2,5,4,1,3,7,2,3,2,2,2,2,5,2,1,7,5,3,5,6,4,5,3,5,5,2,6,2,6,5,2,3,5,3,4,5,3,7,2,5,7,4,2,6,1,6,6,2,6,3,1,1,5,4,5,2,3,4,1,3,3,5,2,2,2,5,6,1,1,7,2,2,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,15,7,7,0,2.285714,2.666667,3.714286,2.666667,4.285714,4.8,5.285714,5.4,4.857143,3.8,3.6,4.4,4.2,2.846154,4.789474,4.705882,4.066667,64,51,43,31
6,6,7,7,7,7,7,6,6,7,6,6,6,6,6,5,1,5,2,7,7,6,1,2,6,7,6,6,2,6,7,7,7,2,3,7,7,4,6,7,2,2,3,6,7,7,3,6,6,2,7,1,7,3,2,7,4,6,2,3,7,2,2,6,6,6,6,1,6,4,6,5,7,2,5,5,2,6,7,2,7,7,7,7,2,6,5,7,7,5,3,5,2,1,1,4,7,1,4,7,2,2,6,2,7,5,4,6,2,1,6,7,7,6,2,5,5,6,1,2,6,1,2,1,7,7,3,2,7,1,7,6,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,20,19,19,20,4,3.714286,3.166667,5,5.333333,5.714286,1.8,4.285714,6.6,4,6.6,6.6,6.2,5.8,4.307692,4.157895,5.529412,6.2,71,69,40,39
5,4,5,7,6,5,5,6,7,6,5,4,4,6,6,4,5,3,4,7,6,5,4,3,5,6,5,5,5,4,5,6,1,2,3,6,4,3,4,4,3,0,5,2,6,6,4,5,5,2,7,4,5,2,3,6,3,6,3,3,5,4,0,2,5,3,4,3,3,4,5,2,4,5,3,3,3,6,6,0,5,5,3,4,5,4,6,3,2,5,4,3,4,4,6,4,5,5,5,5,5,5,6,5,5,5,5,5,4,3,5,5,6,5,4,5,6,6,3,4,4,4,5,5,6,5,5,5,5,4,5,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,13,17,19,0,2.714286,3.666667,4.428571,3.5,4.714286,4,3.285714,5.6,3.285714,5,3.4,4.6,5.4,3.576923,4,4.470588,4.466667,77,71,65,29
6,6,5,7,7,7,7,5,6,7,5,5,6,4,7,7,2,5,1,7,7,4,1,4,7,6,7,6,6,6,5,7,7,5,3,5,7,1,7,7,1,1,4,2,5,7,2,5,1,1,7,1,5,1,3,7,7,5,5,3,7,5,6,7,5,6,5,4,7,3,5,7,7,7,7,3,6,7,6,7,6,7,7,6,6,6,7,7,7,4,5,6,1,7,6,3,6,4,5,7,6,7,6,3,5,4,3,5,4,3,5,7,5,7,5,4,6,4,3,7,6,4,5,7,5,7,3,3,5,6,7,5,4,6,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,2,20,18,16,19,10,6,3.666667,6.428571,4.333333,5.857143,2.2,4.428571,4.6,4,6.8,6,6.6,6,5.192308,4.368421,5,6.2,80,67,79,38
6,5,7,7,6,7,7,7,7,7,7,6,2,6,5,2,6,4,6,7,6,5,6,2,3,3,6,6,3,3,4,7,3,1,3,5,5,3,6,3,5,5,5,2,3,6,5,2,6,3,3,3,5,2,3,5,5,5,6,2,5,5,2,3,3,2,6,2,5,5,2,3,3,1,6,6,6,3,7,5,5,6,6,5,6,3,7,6,2,7,5,5,3,1,7,4,7,1,5,6,7,4,7,7,5,7,7,5,7,1,2,7,5,6,5,2,7,3,1,1,6,1,7,5,7,7,1,6,7,1,7,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,18,21,21,0,3.142857,3.666667,5.285714,2,6,4.8,4.285714,5,4.714286,5,4,3.8,3.4,3.576923,5.052632,4.882353,3.733333,104,60,49,37
6,6,4,5,5,7,7,4,4,4,4,5,6,5,6,7,4,5,1,6,7,5,4,6,6,7,5,6,3,5,6,7,5,4,3,5,5,4,5,7,4,1,3,7,6,7,4,5,6,2,5,4,5,4,3,1,3,7,5,4,6,4,5,5,2,6,6,2,5,5,5,5,5,5,6,1,5,6,6,5,5,7,6,5,4,5,5,2,5,5,4,4,3,3,1,2,4,4,4,6,4,4,3,1,5,6,7,4,3,1,1,3,4,1,2,2,3,1,1,4,6,4,3,5,6,7,3,4,6,3,4,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,18,12,13,0,5.142857,3.666667,5.142857,5.666667,5.285714,4,3.714286,6.4,2.285714,6.4,5.4,5.4,5,4.923077,4.368421,4.705882,5.266667,58,49,55,36
6,6,7,7,7,6,6,6,7,7,7,6,3,7,6,7,7,2,1,7,6,1,7,7,7,1,7,2,1,7,3,6,7,3,7,7,6,3,7,6,3,4,2,6,4,3,6,5,5,1,7,5,7,1,6,6,5,1,7,2,6,6,5,6,2,5,7,5,6,1,4,7,7,3,7,6,6,6,1,5,6,3,6,1,2,6,6,7,1,7,5,5,5,1,6,2,7,3,3,6,6,7,7,6,7,7,2,5,5,2,7,7,3,6,6,3,7,5,3,1,7,5,5,1,7,5,1,3,7,3,7,3,4,2,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,19,18,21,20,11,5.142857,1.5,5.285714,4.666667,6.142857,5.4,5.571429,2.2,3.857143,4.6,4.8,6.4,6,4.230769,5.736842,3.588235,5.733333,98,62,52,37
7,7,5,6,NA,7,7,6,6,5,5,6,4,7,5,6,6,1,5,6,7,4,1,3,6,3,5,4,3,5,5,7,5,5,4,5,6,5,6,4,6,2,5,5,4,5,6,6,3,3,6,2,1,5,6,7,3,3,6,4,4,3,2,3,5,7,7,4,6,7,4,5,5,6,6,5,NA,7,5,0,7,3,3,4,5,3,6,2,4,4,4,6,4,5,4,4,1,1,5,5,3,5,4,4,7,6,6,6,2,3,5,5,6,4,4,4,4,4,3,5,6,4,3,4,7,3,4,3,7,4,6,7,3,5,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,2,NA,20,16,17,10,3.571429,3.833333,NA,5.5,5.857143,4.6,4.285714,3.8,4.571429,4,3.8,6.2,4.2,NA,4.947368,4.176471,4.733333,66,75,58,NA
7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,4,7,7,6,5,7,6,2,7,7,7,6,5,6,7,7,7,6,5,3,7,7,4,6,7,6,4,7,3,3,7,6,5,6,7,6,6,6,4,2,6,6,7,6,6,6,6,7,6,3,2,2,4,5,5,3,2,7,5,2,4,7,7,7,6,7,6,6,2,6,6,3,4,6,7,7,1,4,1,7,1,7,5,6,7,7,7,7,6,6,7,6,6,7,1,1,7,6,5,1,5,7,1,3,4,7,3,7,5,7,7,6,6,7,1,7,6,1,4,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,2,21,21,21,21,9,6,6.333333,6.428571,3.5,4.285714,6.2,2.714286,6.8,5,6.2,5.4,6.6,6,5.615385,4.210526,5.882353,6,104,61,62,42
5,3,6,6,6,6,6,6,7,6,6,6,2,5,2,3,5,2,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,3,3,5,3,5,2,3,5,5,3,5,5,5,5,3,5,3,3,3,5,5,2,1,2,2,1,1,2,5,3,5,3,5,5,3,2,5,2,5,5,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,15,19,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,54,41,32
6,6,5,6,6,4,5,4,5,5,4,5,2,5,5,3,4,1,5,5,4,6,3,4,7,5,6,3,4,5,2,5,6,2,2,7,5,7,6,3,2,4,2,3,4,4,4,5,4,1,7,3,6,3,7,3,5,4,5,2,3,5,2,6,6,2,5,6,7,1,3,6,3,6,7,5,4,6,5,6,5,2,5,4,2,7,5,6,5,7,2,3,1,6,3,5,5,3,2,6,5,6,3,3,5,5,5,3,2,3,1,5,3,5,3,2,4,3,3,4,5,6,1,6,6,3,1,4,5,3,5,2,3,4,1,1,2,1,0,0,4,1,1,0,0,3,0,1,0,2,2,3,0,0,0,0,1,3,0,1,17,15,14,15,26,3.428571,1.833333,4.714286,3.166667,5.142857,3.6,6,4,3.714286,3.2,5.4,6,6.6,3.346154,5.052632,3.647059,6,64,40,66,32
4,5,6,6,5,5,5,7,7,7,7,5,2,5,7,3,6,5,6,6,7,4,1,1,7,3,7,4,6,5,3,7,5,2,6,5,6,2,6,6,1,7,3,2,6,6,3,6,5,1,7,1,6,4,5,6,7,3,3,3,7,1,6,6,2,3,2,6,6,2,1,2,5,6,3,6,6,7,6,4,6,6,6,2,3,4,3,6,6,3,7,7,5,3,3,3,5,3,2,3,5,2,2,2,4,5,4,4,3,3,3,3,5,3,2,2,2,6,3,3,3,3,5,3,5,5,3,3,6,3,6,3,3,3,1,1,1,0,1,1,1,2,1,1,1,NA,0,1,0,1,1,2,2,1,0,1,1,0,0,2,14,15,20,20,NA,3.285714,3.333333,6.428571,3.166667,4.428571,2.4,3,4,5.714286,6,5.4,6.2,5.6,4.115385,3.368421,5.294118,5.733333,58,59,47,29
7,7,4,6,7,7,7,5,7,6,2,7,5,7,5,6,7,2,1,7,5,6,7,5,7,4,6,6,5,5,2,7,7,6,2,6,6,7,6,4,5,1,4,6,5,7,5,7,3,1,7,2,5,5,7,6,3,1,7,4,4,3,6,7,6,7,6,3,5,3,7,6,5,7,6,3,6,5,1,5,5,4,7,3,2,2,7,1,2,6,6,5,3,2,6,5,7,3,3,7,7,3,7,6,7,7,7,7,7,4,7,7,7,5,5,3,7,5,3,5,7,4,5,5,7,7,4,5,7,3,7,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,21,21,13,17,3,5.571429,3.166667,5.285714,6.333333,6,4.4,5.714286,2.2,2.428571,4.6,6.4,5.4,5.4,5.115385,5.473684,3,5.733333,100,77,64,42
4,2,5,5,7,4,4,6,7,7,6,2,5,1,5,7,0,6,4,4,6,6,2,6,3,1,3,2,7,3,3,1,2,5,3,5,7,3,3,2,1,2,6,5,2,1,3,5,6,5,5,2,7,5,NA,5,5,3,2,6,3,3,5,3,2,4,3,5,4,5,5,3,NA,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,8,18,18,NA,NA,5.833333,3.857143,5.166667,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
5,6,7,7,6,5,6,5,7,7,5,5,3,7,7,5,7,5,6,6,6,3,1,2,6,7,5,7,3,2,7,2,5,5,5,6,1,2,3,6,3,3,2,1,1,3,6,5,6,2,6,6,2,1,5,7,2,7,6,3,7,3,5,7,2,1,2,1,1,3,2,2,1,7,1,7,2,1,6,5,5,7,5,3,6,5,2,2,6,5,6,4,3,5,1,6,3,1,3,7,2,3,6,1,5,1,5,5,2,1,1,6,3,5,5,4,1,1,1,5,6,5,1,2,7,5,5,3,6,3,2,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,16,19,19,0,3.285714,3,2.428571,2.5,4.571429,5,2.142857,6.6,5.714286,6.8,4.2,3,5.2,2.807692,3.789474,6.294118,4.133333,50,64,52,33
5,4,6,6,6,4,5,3,5,4,3,4,5,7,6,3,4,5,6,3,2,7,4,1,3,6,6,5,7,3,4,6,5,2,4,5,7,6,5,6,3,1,5,5,2,6,3,5,2,3,5,1,3,2,6,7,7,3,2,5,5,2,2,2,1,4,1,5,4,7,2,1,5,2,4,1,6,5,4,4,5,6,6,4,5,3,6,4,5,5,4,5,4,1,3,4,6,2,4,3,5,4,5,5,5,5,4,5,4,2,7,5,4,4,1,1,4,1,2,1,4,1,2,1,6,6,3,1,5,1,4,4,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,16,12,14,13,4,3.571429,5.333333,5.571429,3.5,4,2.6,3.714286,3.8,4.142857,5.6,4.4,4,3.6,4.5,3.526316,4.470588,4,68,56,36,28
6,3,6,6,4,3,5,6,6,6,6,4,5,2,7,6,3,3,5,5,6,4,1,2,4,6,5,6,5,2,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,5,2,3,4,6,6,4,5,4,5,6,3,2,6,5,6,5,6,6,4,1,6,4,7,5,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,15,10,18,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
7,6,6,6,7,6,6,5,6,NA,5,5,2,2,4,2,4,6,6,3,3,6,1,4,6,6,6,6,2,5,6,5,6,2,6,6,3,5,5,6,3,6,6,4,4,5,3,4,6,2,6,2,3,2,2,5,3,7,3,5,5,2,1,6,5,5,2,2,3,3,2,6,3,3,5,5,3,7,6,6,3,5,6,4,2,6,2,5,5,7,6,4,3,3,3,4,7,3,5,6,6,3,6,5,6,6,5,5,3,2,6,5,3,2,3,2,5,2,2,1,6,2,2,1,7,5,3,1,7,2,5,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,17,17,NA,0,2.857143,4,3.428571,3.166667,3.571429,2.8,4.142857,6.2,5,5.2,5.6,4.8,4.8,3.346154,3.578947,5.411765,5.066667,80,64,40,37
6,7,7,7,7,7,7,7,7,7,7,7,2,3,6,3,5,3,7,7,7,7,6,7,6,7,6,3,6,3,7,5,7,1,7,5,5,6,6,6,6,1,5,3,5,5,6,7,5,3,5,2,5,2,5,6,5,6,5,5,3,3,1,7,5,2,6,5,5,5,2,6,2,2,5,7,5,5,6,5,5,3,7,3,6,5,5,6,2,7,6,6,2,1,6,3,7,2,3,3,7,3,7,6,7,7,3,5,6,2,5,6,3,5,5,3,7,7,1,5,7,2,5,1,7,7,3,3,7,3,7,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,20,21,21,21,23,3.285714,4.5,5.285714,3.166667,5.142857,4.4,5.571429,6.2,5.142857,4.2,6.6,4.8,4.4,4.076923,5.105263,5.176471,5.266667,99,68,43,41
7,7,5,6,7,7,7,5,5,5,5,7,6,7,5,5,2,6,7,5,6,4,2,7,6,4,5,3,6,4,6,4,6,6,6,5,5,3,5,4,2,6,4,6,6,6,2,2,4,6,5,2,5,5,4,6,6,2,3,5,3,3,5,6,3,3,4,6,6,5,1,2,5,5,6,6,5,3,3,5,5,2,6,3,6,6,5,5,5,4,4,3,4,6,6,2,6,3,2,7,6,5,6,6,5,6,6,4,6,3,4,6,5,6,2,2,2,3,4,4,6,6,6,5,6,7,1,5,6,5,7,5,3,6,1,1,1,1,0,1,2,2,1,1,1,1,1,1,1,3,1,3,2,2,1,1,1,1,1,2,21,21,15,16,32,5.571429,5.333333,5.428571,3.666667,4.571429,2.2,3.571429,3.8,6,3.4,5.6,4.8,5.2,5.038462,3.578947,4.588235,5.2,85,52,75,42
6,5,5,5,6,6,6,4,5,4,5,2,3,5,3,2,5,5,7,5,5,5,5,4,6,3,6,5,5,5,4,2,6,2,4,5,1,5,5,4,3,5,3,3,4,2,5,4,4,2,5,3,5,2,6,4,4,4,4,4,5,3,2,5,3,2,4,2,2,2,2,6,2,5,6,5,2,6,4,5,2,5,6,5,3,6,4,4,4,4,3,3,6,3,1,1,1,3,2,5,5,3,6,2,3,6,7,3,3,2,2,6,3,1,3,3,4,1,2,1,5,4,4,1,7,5,2,2,6,2,6,3,3,3,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,1,18,13,15,13,11,3.142857,3.5,2.571429,2.5,4.857143,3.8,5,3.8,4.571429,4.4,5.2,4.2,5.2,2.923077,4.631579,4.294118,4.866667,66,41,44,31
6,6,6,7,6,5,6,7,7,7,7,6,7,5,7,6,4,7,6,5,1,7,3,7,5,6,7,2,7,5,6,5,5,7,5,5,7,1,6,5,5,3,7,7,5,6,2,7,7,7,6,1,6,7,7,2,7,6,6,7,7,1,7,6,2,7,5,5,4,3,5,2,7,7,3,3,5,4,6,6,7,6,6,3,7,7,2,3,7,7,6,6,6,2,4,3,7,6,6,6,5,4,6,5,7,7,7,6,5,3,6,5,6,2,6,6,5,7,1,6,5,4,7,6,6,7,2,6,6,5,6,7,2,6,2,1,1,1,1,1,1,1,0,2,1,1,1,0,1,1,2,2,2,2,0,0,0,1,0,2,18,17,20,21,25,6.142857,6.333333,5.142857,6.5,5.285714,2.6,3,6.2,4.714286,5.4,5.8,5,6.2,6,3.736842,5.352941,5.666667,86,86,67,35
7,5,7,7,7,6,6,5,6,6,4,4,1,6,2,5,6,5,2,6,2,2,5,2,2,2,4,3,5,2,1,4,3,1,2,6,1,7,3,2,4,3,2,5,1,2,5,4,5,1,5,3,6,5,7,5,2,3,4,2,4,3,1,1,5,5,3,2,1,2,5,2,2,5,7,2,2,2,3,0,5,3,3,3,2,4,2,7,5,4,3,2,5,3,4,3,5,6,6,4,5,5,5,3,4,5,6,4,3,4,4,7,5,4,3,2,6,3,4,3,4,4,5,6,5,7,2,5,5,3,5,7,2,5,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,20,15,17,18,10,1.285714,2.833333,2.142857,4.833333,4.142857,4.2,5.714286,2.8,3,2.8,2,2.4,5.2,2.692308,4.736842,2.882353,3.2,71,58,66,35
6,6,6,6,6,6,7,6,7,7,6,6,5,5,5,2,6,4,6,7,5,5,7,5,6,7,4,6,2,5,7,6,5,3,4,5,3,5,5,6,2,2,3,2,7,5,6,6,5,4,6,3,6,2,4,6,3,7,3,2,6,6,2,5,4,2,5,2,6,2,2,2,6,7,4,3,5,6,6,3,7,6,4,6,6,6,2,5,5,4,6,5,2,1,4,3,3,1,5,6,3,3,1,1,4,3,5,5,1,1,4,5,3,5,5,3,2,7,1,4,5,2,2,2,6,7,1,2,6,1,5,5,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,18,19,19,1,3.714286,2.833333,4.142857,2.666667,5,4.6,4.428571,6.4,4.571429,5.8,5.2,6,6,3.384615,4.684211,5.470588,5.733333,51,64,42,37
7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,6,7,7,7,7,7,5,7,7,5,6,5,6,7,7,7,6,5,6,6,5,5,6,7,3,4,7,7,6,7,5,6,6,3,7,5,6,1,7,3,6,7,6,5,6,3,6,6,6,2,5,4,4,5,1,3,7,7,3,6,6,3,6,2,6,7,7,3,5,5,7,2,1,7,2,1,1,7,7,1,7,4,1,7,7,7,7,7,1,7,7,4,7,1,1,7,1,7,4,4,7,4,1,1,7,6,7,7,7,7,1,7,7,7,7,4,2,4,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,21,21,21,21,69,5.714286,5.5,6,4,5.714286,4.4,4.428571,6.2,4.571429,6.2,6.4,5.4,6.2,5.346154,4.894737,5.529412,6,105,34,78,42
6,4,4,7,5,5,6,3,6,4,4,6,1,7,6,2,6,6,7,7,5,5,7,6,7,7,2,4,6,5,6,6,6,3,5,5,4,5,6,6,4,2,4,5,5,5,6,6,6,4,6,4,5,5,3,5,4,6,5,5,5,3,5,5,3,4,7,2,2,5,2,2,4,3,3,5,3,6,6,3,3,3,5,3,6,5,5,2,7,5,5,5,2,3,3,3,2,1,5,5,5,5,6,3,5,6,6,4,6,2,3,6,5,2,3,7,5,3,2,2,6,3,2,5,6,6,2,5,7,3,6,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,15,14,14,25,3.857143,5,4.142857,4,5.285714,4.6,3.571429,6.2,5.285714,4.8,5.2,4.6,4.8,4.230769,4.473684,5.411765,4.866667,74,62,51,32
